regression_bug_id,regression_perf_tests
1905897,"['console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-bigint', 'console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-bigint', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-window', 'console.log-in-loop-content-process-string', 'console.log-in-loop-content-process-set', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-bigint', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-symbol', 'console.log-in-loop-content-process-typedarray', 'console.log-in-loop-content-process-undefined', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-bigint', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-promise', 'console.log-in-loop-content-process-bigint', 'console.log-in-loop-content-process-map', 'console.log-in-loop-content-process-node', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-bool', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-document', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-nodelist', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-error', 'console.log-in-loop-content-process-date', 'console.log-in-loop-content-process-nan', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-bigint', 'console.log-in-loop-content-process-longstring', 'console.log-in-loop-content-process-null', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-infinity', 'console.log-in-loop-content-process-array', 'console.log-in-loop-content-process-object', 'console.log-in-loop-content-process-number', 'console.log-in-loop-content-process-bigint']"
1899615,"['Perf-Dashboard/SelectingPoints/Sync', 'Perf-Dashboard/SelectingPoints/total']"
1906444,['fcp']
1906409,[]
1905863,['content-process-startup']
1904810,"['TodoMVC-Svelte-Complex-DOM/DeletingAllItems/Async', 'TodoMVC-Svelte-Complex-DOM/DeletingAllItems/total']"
1904545,[]
1904878,"['', '', '', '', '', '', '', '', '']"
1903523,['']
1904878,"['', '', '', '', '', '', '', '', '', '']"
1903713,"['num_static_constructors', 'num_static_constructors', 'num_static_constructors', 'num_static_constructors', 'num_static_constructors']"
1902302,['PerceptualSpeedIndex']
1902251,"['LastVisualChange', 'LastVisualChange', 'loadtime', 'LastVisualChange', 'LastVisualChange', 'LastVisualChange', 'LastVisualChange', 'largestContentfulPaint', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'loadtime', 'FirstVisualChange', 'LastVisualChange', 'LastVisualChange', 'largestContentfulPaint', 'loadtime', 'LastVisualChange', 'fcp', 'FirstVisualChange', 'LastVisualChange']"
1901222,['Nth pseudo classes/Adding leaf elements - 4']
1901213,['Perf-Dashboard/SelectingRange/Sync']
1902249,['']
1901316,['issue15292.pdf']
1901312,"['bug1791583.pdf', 'bug1791583.pdf', 'bug1791583.pdf']"
1900105,['tiling-pattern-box.pdf']
1899607,['bug1260585.pdf']
1899324,['style-attr-1.html']
1900101,[]
1899128,"['ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'SpeedIndex', 'loadtime', 'LastVisualChange', 'fcp', 'FirstVisualChange', 'SpeedIndex', 'largestContentfulPaint', 'loadtime', 'PerceptualSpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'FirstVisualChange', 'loadtime', 'fcp', 'SpeedIndex', 'FirstVisualChange', 'LastVisualChange', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'fcp', 'PerceptualSpeedIndex', 'loadtime', 'FirstVisualChange', 'SpeedIndex', 'loadtime', 'LastVisualChange', 'FirstVisualChange', 'SpeedIndex', 'LastVisualChange', 'ContentfulSpeedIndex', 'fcp', 'PerceptualSpeedIndex', 'loadtime', 'LastVisualChange', 'fcp', 'largestContentfulPaint', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'loadtime', 'PerceptualSpeedIndex', 'FirstVisualChange', 'largestContentfulPaint', 'FirstVisualChange', 'largestContentfulPaint', 'FirstVisualChange', 'SpeedIndex', 'PerceptualSpeedIndex', 'SpeedIndex', 'SpeedIndex', 'ContentfulSpeedIndex', 'FirstVisualChange', 'LastVisualChange', 'ContentfulSpeedIndex', 'SpeedIndex', 'FirstVisualChange', 'LastVisualChange', 'LastVisualChange', 'LastVisualChange', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'fcp', 'largestContentfulPaint', 'SpeedIndex', 'PerceptualSpeedIndex', 'fcp', 'fcp', 'ContentfulSpeedIndex', 'SpeedIndex', 'LastVisualChange', 'SpeedIndex', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'LastVisualChange', 'FirstVisualChange', 'FirstVisualChange', 'ContentfulSpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'loadtime', 'largestContentfulPaint', 'largestContentfulPaint', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'loadtime', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'LastVisualChange', 'LastVisualChange', 'loadtime', 'largestContentfulPaint', 'FirstVisualChange', 'LastVisualChange', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'SpeedIndex', 'FirstVisualChange', 'fcp', 'PerceptualSpeedIndex', 'FirstVisualChange', 'SpeedIndex', 'loadtime', 'SpeedIndex', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'fcp', 'fcp', 'fcp', 'loadtime', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'loadtime', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'SpeedIndex', 'SpeedIndex', 'loadtime', 'loadtime', 'loadtime', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'LastVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'loadtime', 'LastVisualChange', 'LastVisualChange', 'loadtime', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'fcp', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'ContentfulSpeedIndex', 'loadtime', 'fcp', 'SpeedIndex', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'SpeedIndex', 'loadtime', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'FirstVisualChange', 'loadtime', 'fcp', 'largestContentfulPaint', 'SpeedIndex', 'largestContentfulPaint', 'fcp', 'SpeedIndex', 'largestContentfulPaint', 'SpeedIndex', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'fcp', 'LastVisualChange', 'largestContentfulPaint', 'loadtime', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'loadtime', 'SpeedIndex', 'LastVisualChange', 'SpeedIndex', 'LastVisualChange', 'loadtime', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'SpeedIndex', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'loadtime', 'largestContentfulPaint', 'SpeedIndex', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'FirstVisualChange', 'largestContentfulPaint', 'largestContentfulPaint', 'SpeedIndex', 'LastVisualChange', 'LastVisualChange', 'ContentfulSpeedIndex', 'ContentfulSpeedIndex', 'ContentfulSpeedIndex', 'LastVisualChange', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'LastVisualChange', 'loadtime', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'LastVisualChange', 'FirstVisualChange', 'LastVisualChange', 'SpeedIndex', 'loadtime', 'fcp', 'PerceptualSpeedIndex', 'SpeedIndex', 'LastVisualChange', 'fcp', 'SpeedIndex', 'loadtime', 'largestContentfulPaint', 'LastVisualChange', 'loadtime', 'LastVisualChange', 'FirstVisualChange', 'LastVisualChange', 'LastVisualChange', 'FirstVisualChange', 'LastVisualChange', 'LastVisualChange', 'SpeedIndex', 'SpeedIndex', 'LastVisualChange', 'SpeedIndex', 'loadtime', 'largestContentfulPaint', 'loadtime', 'SpeedIndex', 'ContentfulSpeedIndex', 'SpeedIndex', 'fcp', 'loadtime', 'FirstVisualChange', 'largestContentfulPaint', 'largestContentfulPaint', 'fcp', 'LastVisualChange', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'LastVisualChange', 'largestContentfulPaint', 'largestContentfulPaint', 'FirstVisualChange', 'PerceptualSpeedIndex', 'fcp', 'loadtime', 'largestContentfulPaint', 'FirstVisualChange', 'SpeedIndex', 'fcp', 'PerceptualSpeedIndex', 'FirstVisualChange', 'FirstVisualChange', 'ContentfulSpeedIndex', 'fcp', 'PerceptualSpeedIndex', 'loadtime', 'PerceptualSpeedIndex', 'FirstVisualChange', 'ContentfulSpeedIndex', 'LastVisualChange', 'PerceptualSpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'loadtime']"
1898738,['']
1898413,"['EmberJS-Debug-TodoMVC/CompletingAllItems/Sync', 'EmberJS-Debug-TodoMVC/CompletingAllItems']"
1898439,['ContentfulSpeedIndex']
1897946,"['', '', '']"
1897949,['']
1878764,"['style-attr-1.html', 'id-getter-1.html']"
1897951,['']
1897987,['']
1878764,['bloom-basic.html']
1897797,"['', '']"
1897796,['']
1878764,['']
1896837,['']
1878158,['TodoMVC-React-Redux/CompletingAllItems/Sync']
1896121,['']
1894673,"['', 'issue4909.pdf', 'issue5138.pdf']"
1896100,['']
1896379,"['issue8092.pdf', 'issue7115.pdf', 'issue5540.pdf', 'issue2531.pdf', 'issue7855.pdf']"
1892557,"['issue3666.pdf', 'bug1199237.pdf']"
1895683,"['startup_about_home_paint_realworld_webextensions', 'sessionrestore']"
1895719,"['ts_paint', 'startup_about_home_paint_cached', 'sessionrestore_no_auto_restore', 'ext+twinopen:twinopen.html', 'sessionrestore_no_auto_restore', 'ts_paint', 'startup_about_home_paint', 'ext+twinopen:twinopen.html', 'startup_about_home_paint_cached', 'sessionrestore', 'ts_paint_webext']"
1895464,['LastVisualChange']
1892940,['']
1893663,[]
1893456,"['fcp', 'PerceptualSpeedIndex', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'PerceptualSpeedIndex', 'LastVisualChange', 'LastVisualChange', 'largestContentfulPaint', 'SpeedIndex', 'LastVisualChange', 'largestContentfulPaint', 'SpeedIndex', 'LastVisualChange', 'PerceptualSpeedIndex', 'FirstVisualChange', 'FirstVisualChange', 'ContentfulSpeedIndex', 'loadtime', 'PerceptualSpeedIndex', 'fcp', 'LastVisualChange', 'loadtime', 'loadtime', 'loadtime', 'loadtime', 'PerceptualSpeedIndex', 'fcp', 'LastVisualChange', 'PerceptualSpeedIndex', 'LastVisualChange', 'ContentfulSpeedIndex', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'SpeedIndex', 'SpeedIndex', 'ContentfulSpeedIndex', 'SpeedIndex', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'SpeedIndex', 'LastVisualChange', 'ContentfulSpeedIndex', 'FirstVisualChange', 'largestContentfulPaint', 'loadtime', 'SpeedIndex', 'loadtime', 'LastVisualChange', 'largestContentfulPaint', 'SpeedIndex', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'loadtime', 'fcp', 'LastVisualChange', 'largestContentfulPaint', 'SpeedIndex', 'FirstVisualChange', 'loadtime', 'ContentfulSpeedIndex', 'loadtime', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'largestContentfulPaint', 'SpeedIndex', 'loadtime', 'largestContentfulPaint', 'fcp', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'PerceptualSpeedIndex', 'LastVisualChange', 'loadtime', 'largestContentfulPaint']"
1893113,['']
1887824,['']
1892749,['']
1891263,['LastVisualChange']
1891205,['largestContentfulPaint']
1891227,['time_duration']
1891923,"['ContentfulSpeedIndex', 'FirstVisualChange', 'FirstVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'FirstVisualChange', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'LastVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'ContentfulSpeedIndex', 'FirstVisualChange', 'LastVisualChange', 'PerceptualSpeedIndex', 'largestContentfulPaint', 'largestContentfulPaint', 'loadtime', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'SpeedIndex', 'LastVisualChange', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'FirstVisualChange', 'LastVisualChange', 'PerceptualSpeedIndex', 'largestContentfulPaint', 'fcp', 'FirstVisualChange', 'LastVisualChange', 'FirstVisualChange', 'LastVisualChange', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'FirstVisualChange', 'PerceptualSpeedIndex', 'fcp', 'largestContentfulPaint', 'LastVisualChange', 'SpeedIndex', 'largestContentfulPaint', 'LastVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'ContentfulSpeedIndex', 'LastVisualChange', 'largestContentfulPaint', 'loadtime', 'LastVisualChange', 'largestContentfulPaint', 'fcp', 'largestContentfulPaint', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'FirstVisualChange', 'LastVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'fcp', 'SpeedIndex', 'SpeedIndex', 'FirstVisualChange', 'PerceptualSpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'SpeedIndex', 'loadtime', 'LastVisualChange', 'PerceptualSpeedIndex', 'FirstVisualChange', 'FirstVisualChange', 'PerceptualSpeedIndex', 'fcp', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'loadtime', 'LastVisualChange', 'SpeedIndex', 'fcp', 'FirstVisualChange', 'LastVisualChange', 'PerceptualSpeedIndex', 'FirstVisualChange', 'fcp', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'FirstVisualChange', 'PerceptualSpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'PerceptualSpeedIndex', 'fcp', 'SpeedIndex', 'SpeedIndex', 'LastVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'ContentfulSpeedIndex', 'LastVisualChange', 'SpeedIndex', 'largestContentfulPaint', 'largestContentfulPaint', 'ContentfulSpeedIndex', 'FirstVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'fcp', 'largestContentfulPaint', 'FirstVisualChange', 'LastVisualChange', 'PerceptualSpeedIndex', 'SpeedIndex', 'largestContentfulPaint', 'LastVisualChange', 'LastVisualChange', 'fcp', 'largestContentfulPaint', 'loadtime', 'PerceptualSpeedIndex', 'LastVisualChange', 'ContentfulSpeedIndex', 'fcp', 'SpeedIndex']"
1891666,"['', '', '']"
1890515,['']
